Customer_Id,Age,Income_Level,Claim_History,Credit_Score,Risk1,Risk2,Risk3,Risk4,RiskFinal
10441,49,32095,2,737,2,3,2,2,2
10442,23,40569,2,787,1,3,2,1,2
10443,64,68280,3,836,3,2,3,1,3
10444,20,120322,1,757,1,1,2,1,1
10445,70,138230,4,620,3,1,3,3,3
10446,24,25322,4,651,1,3,3,2,3
10447,69,114652,0,555,3,1,1,3,2
10448,69,69487,0,641,3,2,1,3,3
10449,25,103927,0,652,1,1,1,2,1
10450,27,143959,5,646,1,1,3,3,2
10451,47,97987,2,777,2,2,2,1,2
10452,63,33827,1,577,3,3,2,3,3
10453,69,146807,0,807,3,1,1,1,1
10454,45,39472,1,837,2,3,2,1,2
10455,54,67271,3,717,3,2,3,2,2.5
10456,66,108282,3,824,3,1,3,1,2
10457,20,99688,0,774,1,2,1,1,1
10458,61,26649,1,683,3,3,2,2,2.5
10459,66,108348,4,794,3,1,3,1,2
10460,51,122988,4,808,3,1,3,1,2
10461,70,132004,0,534,3,1,1,3,2
10462,40,93940,3,610,2,2,3,3,2.5
10463,36,85793,5,656,2,2,3,2,2
10464,53,77978,0,575,3,2,1,3,3
10465,29,26183,3,845,1,3,3,1,2
10466,26,118337,4,627,1,1,3,3,2
10467,36,70458,0,709,2,2,1,2,2
10468,23,43508,0,733,1,3,1,2,2
10469,31,84115,3,707,2,2,3,2,2
10470,43,56087,3,534,2,3,3,3,3
10471,53,68037,3,515,3,2,3,3,3
10472,65,46133,3,739,3,3,3,2,3
10473,54,43108,5,767,3,3,3,1,3
10474,40,33400,1,686,2,3,2,2,2
10475,26,40191,0,626,1,3,1,3,2
10476,60,137383,4,672,3,1,3,2,3
10477,37,127172,3,647,2,1,3,3,3
10478,52,36035,2,708,3,3,2,2,2.5
10479,38,120758,4,772,2,1,3,1,2
10480,33,44649,3,722,2,3,3,2,2.5
10481,39,114442,1,571,2,1,2,3,2
10482,33,131431,0,659,2,1,1,2,1.5
10483,41,105486,4,638,2,1,3,3,3
10484,35,112083,4,516,2,1,3,3,3
10485,69,146308,4,749,3,1,3,2,3
10486,31,124290,4,755,2,1,3,1,2
10487,26,30033,5,587,1,3,3,3,3
10488,47,116455,2,829,2,1,2,1,1.5
10489,56,115533,4,543,3,1,3,3,3
10490,29,54080,0,539,1,3,1,3,2
10491,57,101462,2,682,3,1,2,2,2
10492,26,52502,1,660,1,3,2,2,2
10493,41,69778,0,706,2,2,1,2,2
10494,33,68017,5,512,2,2,3,3,2.5
10495,37,145073,5,564,2,1,3,3,3
10496,26,88553,1,761,1,2,2,1,1.5
10497,65,30781,4,815,3,3,3,1,3
10498,44,149079,0,677,2,1,1,2,1.5
10499,31,104871,3,724,2,1,3,2,2
10500,42,56890,1,766,2,3,2,1,2
10501,42,69735,3,656,2,2,3,2,2
10502,21,73324,2,644,1,2,2,3,2
10503,27,27476,5,720,1,3,3,2,3
10504,47,33237,2,620,2,3,2,3,2.5
10505,31,27704,4,637,2,3,3,3,3
10506,68,83419,3,640,3,2,3,3,3
10507,25,131321,1,566,1,1,2,3,2
10508,32,52422,5,834,2,3,3,1,3
10509,62,39485,2,832,3,3,2,1,3
10510,37,50076,0,712,2,3,1,2,2
10511,38,57138,5,623,2,3,3,3,3
10512,57,66294,3,817,3,2,3,1,3
10513,52,125497,1,718,3,1,2,2,2
10514,22,136205,0,724,1,1,1,2,1
10515,68,25132,3,598,3,3,3,3,3
10516,26,63805,1,806,1,2,2,1,1.5
10517,36,55161,3,697,2,3,3,2,2.5
10518,55,39894,0,773,3,3,1,1,2
10519,42,124668,4,645,2,1,3,3,3
10520,23,27400,0,574,1,3,1,3,2
10521,24,129047,5,713,1,1,3,2,2
10522,69,102492,4,722,3,1,3,2,3
10523,25,37840,5,814,1,3,3,1,2
10524,27,69443,4,508,1,2,3,3,3
10525,70,81326,4,663,3,2,3,2,2.5
10526,51,58306,3,634,3,3,3,3,3
10527,61,41197,4,587,3,3,3,3,3
10528,19,145667,3,547,1,1,3,3,2
10529,45,38959,3,829,2,3,3,1,3
10530,39,147408,5,756,2,1,3,1,2
10531,33,53900,2,507,2,3,2,3,2.5
10532,32,67083,0,634,2,2,1,3,2
10533,45,123834,0,841,2,1,1,1,1
10534,56,27171,3,822,3,3,3,1,3
10535,20,110659,1,778,1,1,2,1,1
10536,63,144713,1,717,3,1,2,2,2
10537,25,87943,4,836,1,2,3,1,2
10538,53,57352,3,768,3,3,3,1,3
10539,35,30312,5,648,2,3,3,3,3
10540,37,53373,1,528,2,3,2,3,2.5
10541,66,107759,2,834,3,1,2,1,2
10542,26,27853,3,725,1,3,3,2,3
10543,35,67498,3,632,2,2,3,3,2.5
10544,35,40874,2,828,2,3,2,1,2
10545,53,111563,1,538,3,1,2,3,3
10546,20,47455,0,685,1,3,1,2,2
10547,26,34705,0,625,1,3,1,3,2
10548,35,111095,0,823,2,1,1,1,1
10549,46,33344,0,531,2,3,1,3,3
10550,64,134646,2,607,3,1,2,3,3
10551,69,52370,4,515,3,3,3,3,3
10552,42,86336,2,839,2,2,2,1,2
10553,47,70242,0,836,2,2,1,1,1.5
10554,45,26722,0,833,2,3,1,1,2
10555,31,106458,0,617,2,1,1,3,2
10556,32,119963,4,540,2,1,3,3,3
10557,66,137444,3,537,3,1,3,3,3
10558,59,121653,5,542,3,1,3,3,3
10559,26,53270,0,842,1,3,1,1,1
10560,36,96311,4,717,2,2,3,2,2
10561,56,70151,0,833,3,2,1,1,2
10562,23,81039,3,793,1,2,3,1,2
10563,69,39113,5,541,3,3,3,3,3
10564,31,104402,3,809,2,1,3,1,2
10565,27,63472,5,657,1,2,3,2,2
10566,61,35393,3,734,3,3,3,2,3
10567,43,25612,0,728,2,3,1,2,2
10568,20,125728,5,533,1,1,3,3,2
10569,66,123145,0,543,3,1,1,3,2
10570,35,24951,4,584,2,3,3,3,3
10571,28,57254,1,556,1,3,2,3,3
10572,55,63098,5,527,3,2,3,3,3
10573,70,44873,3,569,3,3,3,3,3
10574,34,53413,1,516,2,3,2,3,2.5
10575,36,127857,3,800,2,1,3,1,2
10576,19,44504,0,841,1,3,1,1,1
10577,69,53850,0,714,3,3,1,2,3
10578,46,121563,3,716,2,1,3,2,2
10579,68,54747,1,587,3,3,2,3,3
10580,28,132291,3,592,1,1,3,3,2
10581,36,81691,2,823,2,2,2,1,2
10582,24,68713,5,641,1,2,3,3,3
10583,45,49387,0,570,2,3,1,3,3
10584,70,119272,0,836,3,1,1,1,1
10585,23,82127,3,575,1,2,3,3,3
10586,31,35225,0,774,2,3,1,1,2
10587,39,55172,0,608,2,3,1,3,3
10588,58,103805,3,643,3,1,3,3,3
10589,43,79131,4,804,2,2,3,1,2
10590,57,60656,3,529,3,2,3,3,3
10591,68,123472,5,513,3,1,3,3,3
10592,55,132944,1,521,3,1,2,3,3
10593,39,123460,3,617,2,1,3,3,3
10594,48,43199,0,608,2,3,1,3,3
10595,20,31894,1,810,1,3,2,1,2
10596,20,51422,2,572,1,3,2,3,3
10597,67,78575,0,773,3,2,1,1,2
10598,40,87389,3,517,2,2,3,3,2.5
10599,53,101151,4,722,3,1,3,2,3
10600,57,98213,3,667,3,2,3,2,2.5
10601,33,92948,2,731,2,2,2,2,2
10602,31,32606,4,839,2,3,3,1,3
10603,55,123220,1,836,3,1,2,1,2
10604,47,79304,4,632,2,2,3,3,2.5
10605,27,55873,4,778,1,3,3,1,2
10606,57,120883,4,722,3,1,3,2,3
10607,35,27496,0,724,2,3,1,2,2
10608,63,121338,0,513,3,1,1,3,2
10609,57,112332,0,713,3,1,1,2,2
10610,33,82642,0,697,2,2,1,2,2
10611,25,38093,5,538,1,3,3,3,3
10612,42,135362,0,805,2,1,1,1,1
10613,56,92166,5,622,3,2,3,3,3
10614,63,90728,0,601,3,2,1,3,3
10615,41,144262,2,822,2,1,2,1,1.5
10616,33,54241,1,586,2,3,2,3,2.5
10617,28,34056,5,811,1,3,3,1,2
10618,57,23719,4,637,3,3,3,3,3
10619,32,82355,4,846,2,2,3,1,2
10620,64,53526,5,575,3,3,3,3,3
10621,52,35773,3,706,3,3,3,2,3
10622,35,116951,1,741,2,1,2,2,2
10623,55,111104,4,795,3,1,3,1,2
